Date/Time,Hourly Space Cooling load (W),Hourly Space Heating load (W),Hourly DHW load (W)
 01/17  09:00:00,19887409.752562355,12143257.562925108,4666602.858664436
 01/17  10:00:00,39006634.54680912,14198435.892760888,5517088.889233614
 01/17  11:00:00,46890724.32220828,12471265.831427233,5240168.918013579
 01/17  12:00:00,52974671.366428725,12178870.864031095,5241707.935773443
 01/17  13:00:00,58102469.778117016,12158880.900908874,4925182.640444636
 01/17  14:00:00,67210292.84457387,12365913.479894966,4787440.603492801
 01/17  15:00:00,79289721.43579206,11565724.558741579,4362768.107327978
 01/17  16:00:00,74229759.32422923,11487110.601867141,4298677.88808241
 01/17  17:00:00,53626542.6653046,11675161.660035133,3322345.1121004075
 01/17  18:00:00,47804662.44818894,12074004.573729658,3285295.8002998754
 01/17  19:00:00,24419872.03615251,8220220.451482752,3795334.0176702864
 01/17  20:00:00,20359692.921372037,9978387.703027766,3900479.4991275338
 01/17  21:00:00,19001294.530869327,10070236.678954717,3014850.0495796944
 01/17  22:00:00,14063653.968757236,9583918.791051151,2586696.6824386464
 01/17  23:00:00,15828216.066600088,10042325.365769926,2393161.749887133
 01/17  24:00:00,16537510.472020807,11459701.09253857,1550324.3450167044
 01/18  01:00:00,15876792.73946994,12607322.851461496,784204.2718361826
 01/18  02:00:00,14221511.545792697,14297869.48749057,1116336.365622963
 01/18  03:00:00,13027686.913123416,14648752.801805532,626561.060654524
 01/18  04:00:00,13450960.704505136,14719682.502503278,817963.6649780218
 01/18  05:00:00,12999597.118452577,15198615.174173713,924590.2243845776
 01/18  06:00:00,12940628.268109499,15789633.992428022,1541622.3194700687
 01/18  07:00:00,12527479.50212921,19846251.3631322,3490930.2370435656
 01/18  08:00:00,13210696.988732688,16527827.639451347,4028957.8459602417
 01/18  09:00:00,15522543.81702987,15633662.30514898,4847342.4241884835
 01/18  10:00:00,28960401.32383078,16746515.742839234,5322075.099540401
 01/18  11:00:00,32936003.480282925,15503338.769693442,5283346.817788906
 01/18  12:00:00,35418022.09579368,15170371.234563567,5204088.344021316
 01/18  13:00:00,36627019.16100913,14722416.168244123,4856008.313740197
 01/18  14:00:00,39524606.43995943,14142844.506574407,4896046.006493374
 01/18  15:00:00,41191061.312306814,13088072.6638448,4407356.609012401
 01/18  16:00:00,42929567.819405034,12605298.495394737,4255451.636599778
 01/18  17:00:00,42237317.97902395,11866361.221022746,3367683.0849897303
 01/18  18:00:00,38089519.32308409,12590091.372214993,3239260.8003753233
 01/18  19:00:00,21091124.27560935,8968707.209821044,3947370.525098494
 01/18  20:00:00,19183372.91308321,9894944.028059553,3753943.715264461
 01/18  21:00:00,17562135.594818085,10371438.120806225,3010563.760548239
 01/18  22:00:00,16424832.77195882,10042320.595162436,2586839.6916906442
 01/18  23:00:00,15666305.744320646,10861770.711647676,2325492.90743001
 01/18  24:00:00,15534106.389213355,11960929.215798419,1582073.5396125966
 01/19  01:00:00,15409690.96594106,12358016.370570494,961532.1095624376
 01/19  02:00:00,15404034.296315212,12795661.712159814,960035.0233443913
 01/19  03:00:00,15633005.107018435,12901635.14854268,712190.9429246703
 01/19  04:00:00,15680467.996697867,12988314.15314947,818041.632230253
 01/19  05:00:00,15654309.9014182,13178109.946973262,924792.2035498085
 01/19  06:00:00,15315428.65632876,13773543.220683333,1469437.6483572726
 01/19  07:00:00,14774284.572403913,17545607.312144365,3435721.6145600732
 01/19  08:00:00,14328098.963238066,15629420.794206401,4159606.457287972
 01/19  09:00:00,16247848.794279484,15279060.471598145,4707826.698933698
 01/19  10:00:00,32541657.644646756,16265323.395577682,5418494.840559979
 01/19  11:00:00,36344926.50875725,15137328.490764895,5372908.807554345
 01/19  12:00:00,39112755.29356556,14920461.665953243,5112428.77042243
 01/19  13:00:00,40889340.97129925,14514034.958529912,4903413.767339293
 01/19  14:00:00,41979236.29290954,14463481.001691991,4969387.813227804
 01/19  15:00:00,43809851.55180163,13357485.636397183,4269800.8559984835
 01/19  16:00:00,45551888.20175975,12760378.482827216,4397772.548873617
 01/19  17:00:00,43768101.12212062,12041632.816735676,3276661.467518109
 01/19  18:00:00,37839042.57482541,12809783.380493067,3368514.978245581
 01/19  19:00:00,21362925.154986963,9068441.896323998,3937799.3814390013
 01/19  20:00:00,20063422.793087773,9710024.55164035,3673908.797983798
 01/19  21:00:00,19607333.39002489,9510071.402033709,2988171.6990083954
 01/19  22:00:00,17316180.626757853,9601654.029865181,2548676.925867632
 01/19  23:00:00,15940243.561696181,10501689.762906179,2348382.5979091544
 01/19  24:00:00,15119614.533585101,13144713.388736105,1668817.2548706874
 01/20  01:00:00,13735413.874692962,14167706.729872825,819819.352390974
 01/20  02:00:00,13628641.534555541,14755865.934297437,995367.5156357397
 01/20  03:00:00,12364613.717953658,15576250.31267897,818179.0435096439
 01/20  04:00:00,9262081.198068758,16285407.256333053,761005.3184412044
 01/20  05:00:00,7274380.225071282,17146761.985317342,846669.2240083271
 01/20  06:00:00,7355702.815410072,16641915.804830518,1571343.4093216744
 01/20  07:00:00,7770856.861258336,21298534.912971467,3549671.960204217
 01/20  08:00:00,7101724.418563565,19483068.527707595,3959073.3221204444
 01/20  09:00:00,11246665.98095221,18097169.864609484,4822642.658056757
 01/20  10:00:00,29461616.343237918,17232409.62767626,5493865.15899597
 01/20  11:00:00,38370809.60068221,14671479.193921525,5302841.905036366
 01/20  12:00:00,42794678.67797626,14104844.566313956,5156809.848888536
 01/20  13:00:00,45066689.17890182,13539546.188235186,4867833.413359091
 01/20  14:00:00,48958226.98176702,12948251.705130206,4934758.527796213
 01/20  15:00:00,51903859.06521751,11837846.43892333,4233208.004250031
 01/20  16:00:00,50288058.24441397,11767353.80060153,4432940.058925465
 01/20  17:00:00,45794196.29773059,11806496.707189081,3297905.8189264196
 01/20  18:00:00,41623379.34375384,12356987.662424859,3335285.0945042763
 01/20  19:00:00,23758749.906964164,8547979.066727621,3744073.53988837
 01/20  20:00:00,21330207.56019959,9614534.530025193,3923949.19892444
 01/20  21:00:00,18465707.477852065,10541439.96734833,3019475.752023234
 01/20  22:00:00,16639000.545517705,10404177.658940565,2500495.235661806
 01/20  23:00:00,15961636.891823217,11042539.827117627,2307367.9569165823
 01/20  24:00:00,15907613.275269113,12325968.348671453,1648132.3427423968
 01/21  01:00:00,15642913.047136413,13112629.01537875,855062.4096071642
 01/21  02:00:00,14171349.274971189,14474567.38742253,1031008.0089257746
 01/21  03:00:00,10040910.946685089,15380709.327337028,712364.5458585423
 01/21  04:00:00,7814826.338257824,16138532.682089832,888844.2582814603
 01/21  05:00:00,7440616.526741004,16271178.047576865,712746.9227631582
 01/21  06:00:00,7925298.263856791,16966161.843432687,1541946.603967379
 01/21  07:00:00,7074049.630903282,21833714.792252276,3549872.022644056
 01/21  08:00:00,7336917.712959745,20121929.315331526,3714299.888749168
 01/21  09:00:00,10902607.389937168,15708663.74400794,3664627.0401999955
 01/21  10:00:00,28270743.203036226,15847990.264200522,3732505.424261588
 01/21  11:00:00,32980196.383429088,13788832.299958799,3441978.933560312
 01/21  12:00:00,36261413.31288962,12912105.50009538,3216310.2137649786
 01/21  13:00:00,38966796.013740204,12218613.971581945,2895693.537568333
 01/21  14:00:00,41136219.312450066,11663525.148222843,2632749.919028706
 01/21  15:00:00,42156756.69766053,11531896.279899051,2586941.4902358153
 01/21  16:00:00,41305791.518510066,11534434.117594963,2484494.0854511512
 01/21  17:00:00,38734884.79504505,11825298.57951,3039850.170832458
 01/21  18:00:00,21190517.82184065,8408835.054844782,3160211.1371565997
 01/21  19:00:00,19214566.971072353,10022803.761554765,3425806.8206379754
 01/21  20:00:00,19524506.166442044,10397889.070860324,3095287.8089926196
 01/21  21:00:00,20375198.175291598,10452186.800693931,2860056.8576659327
 01/21  22:00:00,21040589.711493406,10459916.8590775,2579745.040457485
 01/21  23:00:00,21069202.17988813,10707036.10642939,2391796.75491956
 01/21  24:00:00,21065463.624331683,10989493.765918152,1481392.997819756
 01/22  01:00:00,20938933.35574968,11221152.727197219,1101661.1310208116
 01/22  02:00:00,20843965.060869038,11398986.044088915,856032.0268443868
 01/22  03:00:00,21032053.311760955,11574919.892241495,677151.0619253127
 01/22  04:00:00,19605247.545446664,11999994.791725192,888909.673918335
 01/22  05:00:00,18435726.329016387,12118633.646884797,818934.5072192696
 01/22  06:00:00,17414005.221411847,12881907.314699186,1542004.0102531887
 01/22  07:00:00,16623610.898919279,13817363.912741615,3501118.1558476477
 01/22  08:00:00,16631317.574250305,13641331.20442475,3721924.9209708967
 01/22  09:00:00,16946436.76868489,11677161.907125562,3575582.822374463
 01/22  10:00:00,21316995.0278312,10763063.179145558,3651538.9711307692
 01/22  11:00:00,21534343.275909353,10451927.676285584,3496896.29470248
 01/22  12:00:00,20367691.16097707,9252237.257609371,3008131.067795003
 01/22  13:00:00,21672320.94974953,8959648.331637911,2829497.1594495857
 01/22  14:00:00,24063354.27008744,8920609.042038586,2612888.815445203
 01/22  15:00:00,23610279.276363555,8879908.15733362,2503348.1900819954
 01/22  16:00:00,22566252.58694758,9042935.663154677,2558019.8813407486
 01/22  17:00:00,21960597.303389046,10660594.200453127,2904216.018522413
 01/22  18:00:00,20897486.48463416,11025737.080089377,3208122.049354698
 01/22  19:00:00,19430845.864733845,11463775.04648071,3249867.251836339
 01/22  20:00:00,18542451.755483814,11785652.388676846,3195097.339811873
 01/22  21:00:00,19199624.970577516,11833775.253122067,2876639.1725985613
 01/22  22:00:00,18691082.07795165,12155117.490930963,2460637.990087078
 01/22  23:00:00,17385745.311441742,12948027.731374329,2401091.5204108255
 01/22  24:00:00,16928773.73134287,13423940.925888851,1616843.6482556066
 01/23  01:00:00,16640940.634876326,13622678.55706239,938043.7416641422
 01/23  02:00:00,16367021.884641746,14354803.323084882,877705.2008885887
 01/23  03:00:00,15619802.157586887,14874925.38839686,747821.6314309331
 01/23  04:00:00,15094113.324613621,15749398.09885911,889014.2263726314
 01/23  05:00:00,14511673.536510158,16234686.075811872,818913.3670891537
 01/23  06:00:00,14074357.487469416,16640579.306808606,1542101.5847780956
 01/23  07:00:00,12639962.935552869,21116677.691446688,3536636.39251342
 01/23  08:00:00,12496764.248919258,18312210.765597187,3994836.059176103
 01/23  09:00:00,14386914.414369112,18895461.98941561,4850683.035307104
 01/23  10:00:00,27628933.62222876,19340413.945017073,5371124.122755107
 01/23  11:00:00,32102268.384036675,17012065.45098284,5308907.299189879
 01/23  12:00:00,33847223.79074148,16137395.649674859,5276073.246424862
 01/23  13:00:00,35879000.65765566,15523301.987487892,4797276.6012276085
 01/23  14:00:00,36762552.340653345,15452487.204324292,4985276.036372579
 01/23  15:00:00,36095943.20787708,15033430.625133885,4257499.291365169
 01/23  16:00:00,36158308.97310161,14719290.108815879,4398635.585526394
 01/23  17:00:00,37185401.14792894,13304890.580488222,3313668.0129081765
 01/23  18:00:00,35112619.59452744,15176396.573142903,3368475.628611256
 01/23  19:00:00,19353985.852710962,11073173.240395132,3737693.432496889
 01/23  20:00:00,17062376.504575618,12368163.269951172,3866808.828167323
 01/23  21:00:00,16503813.098205835,12771791.226591757,3007416.970809856
 01/23  22:00:00,15718632.906652957,11622735.96562614,2613566.8788653435
 01/23  23:00:00,15601293.237987086,11509740.118738323,2329179.6784149143
 01/23  24:00:00,15968071.252206692,12723000.183192324,1616278.8700388407
 01/24  01:00:00,15380760.509047741,13847076.450006893,961522.2911109797
 01/24  02:00:00,15236191.662505083,14018928.683039447,854538.2879690292
 01/24  03:00:00,15107776.000608936,14844436.514879325,747878.3356414697
 01/24  04:00:00,14675729.577464527,15392064.65849371,889083.1011875373
 01/24  05:00:00,14479218.026376085,15722039.775715426,818987.3058521353
 01/24  06:00:00,14326765.712222809,15531436.472798003,1614458.1630658587
 01/24  07:00:00,14488663.9290195,18537345.061597545,3376845.896444344
 01/24  08:00:00,14546761.109302869,16027269.308310295,4155452.175393276
 01/24  09:00:00,14979565.481186815,17022183.561904486,4858084.525343195
 01/24  10:00:00,27197576.383207038,18251155.870440282,5266752.438884733
 01/24  11:00:00,31467021.496460617,16076286.494185396,5325239.553794233
 01/24  12:00:00,32727499.710550122,15623412.816231448,5270419.56414065
 01/24  13:00:00,35326776.23860533,15116564.511659583,4797818.19739647
 01/24  14:00:00,40633822.35974379,14371489.304507455,4925762.142933255
 01/24  15:00:00,42154822.297266975,13278003.736933561,4317722.325291
 01/24  16:00:00,40757101.56456059,13104316.475072704,4398770.494870314
 01/24  17:00:00,40636282.32352525,11968456.135547599,3240989.814334946
 01/24  18:00:00,38161629.64416271,12750759.44655451,3442006.301086575
 01/24  19:00:00,21008538.70503607,9421905.080005433,3808702.712435692
 01/24  20:00:00,18925267.671392336,10432589.409187507,3692934.352796121
 01/24  21:00:00,17598522.55167699,10754452.05935322,3108123.7521159705
 01/24  22:00:00,17069254.079345748,9539979.969244596,2615916.582963375
 01/24  23:00:00,16540066.610251047,10470077.664643122,2263211.1129244408
 01/24  24:00:00,15755982.385328364,12547912.071208365,1609873.5534960614
 01/25  01:00:00,15007086.826442435,13631054.191779863,1067758.2081909473
 01/25  02:00:00,14257384.955303458,14712516.216269914,783910.0450637167
 01/25  03:00:00,13418486.367054371,15154904.98229472,747934.6444421102
 01/25  04:00:00,13116731.82697219,15588889.274981454,924443.449343576
 01/25  05:00:00,12928011.145413876,16017428.29058543,748470.773021099
 01/25  06:00:00,11654102.803457137,16573645.876142783,1470014.7581314598
 01/25  07:00:00,10033752.653638868,21022364.570827033,3655013.8922325885
 01/25  08:00:00,8451927.045114323,18778558.218124084,4024306.94259595
 01/25  09:00:00,14086444.804671839,17736417.155313082,4932467.772804471
 01/25  10:00:00,28261707.00366838,18671590.437364943,5240062.768804336
 01/25  11:00:00,30617166.976623215,17542142.285125967,5263757.428077086
 01/25  12:00:00,33081568.237250138,16654655.54306187,5216211.125724623
 01/25  13:00:00,33473123.400387004,16004043.009986605,4943031.098830203
 01/25  14:00:00,33948329.11134102,15869346.689059008,4925483.698867358
 01/25  15:00:00,36511126.87139581,15222851.782565316,4318709.873222089
 01/25  16:00:00,39579498.01177009,14533698.528177023,4397259.939188036
 01/25  17:00:00,38806848.630785294,13296810.507164657,3291074.938450259
 01/25  18:00:00,35362628.217610486,14329707.814542204,3339376.3844201835
 01/25  19:00:00,20139841.148845434,10360868.895095931,3818783.0143509293
 01/25  20:00:00,18782322.99529087,10959575.710232887,3746485.2650991273
 01/25  21:00:00,18224629.88881553,10735964.950618623,3061089.458086804
 01/25  22:00:00,17239018.51201517,9907317.85791673,2580149.9767586235
 01/25  23:00:00,16175040.296880405,11100311.658870265,2365452.0050144834
 01/25  24:00:00,15757589.524664784,12672953.327942612,1653075.3806319612
 01/26  01:00:00,16027225.194735928,12599824.642508028,1067827.9839155055
 01/26  02:00:00,15735362.028002387,13345455.963442927,713193.4915415159
 01/26  03:00:00,14835761.28537339,14185671.474210046,677408.4674459238
 01/26  04:00:00,14852322.506630119,14356945.501673298,1030371.6889209336
 01/26  05:00:00,14940045.037683412,14533617.186294112,642349.9265119424
 01/26  06:00:00,14495152.084953452,14877035.680860817,1614554.1613995086
 01/26  07:00:00,14457529.41936822,18330654.905846372,3660724.621865955
 01/26  08:00:00,15022968.84831396,15010414.469444409,4018641.61617598
 01/26  09:00:00,15994205.493635928,15663894.169557504,5008957.165059597
 01/26  10:00:00,28192732.43554121,18078712.004939456,5046823.611387304
 01/26  11:00:00,32364350.434138723,15883236.140193656,5348795.045690802
 01/26  12:00:00,39386085.05452236,13881037.42147873,5246078.1359921945
