Date/Time,CORE_BOTTOM SUB CAT:Water Use Connections Plant Hot Water Energy [J](Hourly),CORE_MID SUB CAT:Water Use Connections Plant Hot Water Energy [J](Hourly),CORE_TOP SUB CAT:Water Use Connections Plant Hot Water Energy [J](Hourly),DATACENTER_EXTRAWATERHEATC:Heating Coil Heating Rate [W](Hourly),CORE_BOTTOM VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),CORE_MID VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),CORE_TOP VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_3 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_2 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_1 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_4 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_3 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_2 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_1 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_4 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_3 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_2 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_1 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_4 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),CAV_BAS_HEATC:Heating Coil Heating Rate [W](Hourly),VAV_BOT WITH REHEAT_HEATC:Heating Coil Heating Rate [W](Hourly),VAV_MID WITH REHEAT_HEATC:Heating Coil Heating Rate [W](Hourly),VAV_TOP WITH REHEAT_HEATC:Heating Coil Heating Rate [W](Hourly),CAV_BAS_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),VAV_BOT WITH REHEAT_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),VAV_MID WITH REHEAT_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),VAV_TOP WITH REHEAT_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER BASEMENT:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER BOT:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER MID:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER TOP:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER BASEMENT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER BOT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER MID:Heating Coil Heating Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER TOP:Heating Coil Heating Rate [W](Hourly),DATACENTER_EXTRAELECHEATC:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER BASEMENT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER BOT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER MID:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER TOP:Heating Coil Heating Rate [W](Hourly) 
 09/16  17:00:00,1466143.0365624733,14661430.365624734,1466143.0365624733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33236.57303580455,322239.8957240324,32213.97644044145,0.0,2082.9093970590117,18126.82963606468,1796.853661000304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/16  18:00:00,1500061.6634447065,15000616.634447067,1500061.6634447065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18753.24954514966,153674.18431657347,12608.986837678423,0.0,2336.886999484794,20685.67860224789,2025.5346088773225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/16  19:00:00,1513387.1830222088,15133871.830222089,1513387.1830222088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.1523613973206,31399.21324208792,0.0,0.0,2222.9542470146377,19853.513173785443,1934.391927559271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/16  20:00:00,1513387.1830222088,15133871.830222089,1513387.1830222088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055.8523888115385,17691.076639764426,1668.5507285609959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/16  21:00:00,1945783.5210285544,19457835.21028554,1945783.5210285544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987.9798780949134,16462.860960639784,1474.766578393516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/16  22:00:00,1080990.8450158635,10809908.450158632,1080990.8450158635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.8649001373354,15712.669972523572,1343.3016843714802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/16  23:00:00,1080990.8450158633,10809908.450158634,1080990.8450158633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.779420473703546,1937.1786479498449,15236.53433359222,1251.1453713084378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/16  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.771208421745925,1926.7868461158715,14883.883627374133,1178.9798311442253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.744728879809847,1917.825370704218,14580.210963056066,1115.5577287793884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5035146379916819,1908.613278070593,14318.16960696345,1056.894448690193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.228406604712,14070.458485329169,998.0289697261184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976730588363108,1891.3347787777457,13856.016406199431,942.4930211510005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.236766508904803,1884.555559098394,13667.804485108667,890.1221404121831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  06:00:00,1514303.4595582309,15143034.59558231,1514303.4595582309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.9854522124795,13468.49412949368,837.9642156185749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  07:00:00,865316.2626047033,8653162.626047032,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883.4953188901243,13399.67175570126,805.9635877138318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  08:00:00,865316.2626047033,8653162.62604703,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.1647804587217,13619.269350367336,822.7043831626685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  09:00:00,865316.2626047033,8653162.62604703,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923.9496140672682,0.0,0.0,42905.72085432623,1951.827320845129,14069.414662536212,896.0845873913758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  10:00:00,865316.2626047033,8653162.626047032,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12907.563941530032,0.0,0.0,0.0,1958.8976212447345,14672.262998235637,1016.2395553323842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  11:00:00,1297974.3939070549,12979743.939070546,1297974.3939070549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18038.315321167447,0.0,0.0,41715.44434419135,1944.4335591055224,15409.359056272175,1178.7078761292203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  12:00:00,1297974.3939070549,12979743.939070546,1297974.3939070549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24045.37110709216,242979.25358081284,9278.993844492228,86020.1188788668,1938.5699925647858,15884.660938962583,1365.2110557830118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  13:00:00,1946961.5908605816,19469615.90860582,1946961.5908605816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25971.468622360113,203859.13474391614,16827.15525370312,0.0,1913.6178588583187,15407.549784457175,1453.5707155732933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  14:00:00,1297974.393907055,12979743.939070546,1297974.393907055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23372.27324665856,276066.8341570587,16387.12915641585,0.0,1926.6633888882996,15145.482563388112,1490.7749273691916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  15:00:00,865316.2626047033,8653162.62604703,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35613.41315552878,273995.04083197636,19841.519259745746,0.0,2015.0853175526266,16064.60944904267,1617.2724265780465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  16:00:00,865316.2626047033,8653162.62604703,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29433.361526547564,210933.71532004595,21099.079268112753,0.0,2093.05324912693,17537.709704381607,1807.797837928779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  17:00:00,865316.2626047033,8653162.626047032,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12443.840788258422,0.0,0.0,6.370054108893505,2108.5452134266477,18151.449431220084,1847.2422514725484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  18:00:00,865316.2626047033,8653162.62604703,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.898484683722,18605.149656499965,1855.3958614556926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  19:00:00,865316.2626047033,8653162.62604703,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154.279659638776,18189.32867862795,1769.7326505360259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  20:00:00,865316.2626047033,8653162.62604703,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.883955698990827,2085.5280684069909,16965.750655342435,1600.515774868447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  21:00:00,1514303.4595582304,15143034.59558231,1514303.4595582304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.103905927606,16292.515089861909,1493.1023185561092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  22:00:00,865316.2626047033,8653162.62604703,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037.1434779778018,15947.016729468016,1426.301749134369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  23:00:00,865316.2626047033,8653162.62604703,865316.2626047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2032.304766119101,15700.591699908595,1376.0791781117585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/17  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.1585817484893,0.0,0.0,0.0,0.0,2029.3036013220408,15500.449284161701,1335.6236623501555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2890.2987791453449,0.0,0.0,0.0,0.0,2015.2843245623165,15208.806363100915,1289.8622062627968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.1698628927098,0.0,0.0,0.0,0.0,2007.7442848556664,15018.561711760636,1257.721951382962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.1810110527052,0.0,0.0,0.0,0.0,2004.5668414843747,14893.682179139223,1234.244798441681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927.7583090537149,9019.909551453193,0.0,0.0,1.3829267996227837,1967.8998961816295,14756.309882610527,1208.5821198939758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9374.247420916801,10367.312583383025,0.0,0.0,0.0,1930.180401405278,14806.069162944696,1200.4182413754487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  06:00:00,1515236.431072459,15152364.310724594,1515236.431072459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.7043017666458,104.13681928584374,0.0,0.0,0.0,0.0,0.0,0.0,20530.227910694506,24963.135996752648,207133.9697537926,19225.63656462459,0.0,1876.4224020496952,14577.993584437167,1172.1171098223124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  07:00:00,4112784.5986252466,41127845.986252468,4112784.5986252466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.70790950697245,301.4393260234346,0.0,0.0,0.0,0.0,0.0,0.0,4824.541953075647,17121.96219793125,149370.76919576885,14920.782315939376,12.30925359668305,1815.3098017543765,13629.229157284577,1068.8392098859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  08:00:00,7576182.155362296,75761821.55362296,7576182.155362296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9241.096181852226,17026.789421101716,103852.66177055142,9317.45560529224,11.929405795182854,1869.0954211029549,14123.957100448904,1114.0550683247469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  09:00:00,8052371.150489816,80523711.50489818,8052371.150489816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8190.654088380125,13158.646397906186,82649.01582791622,6782.22629220018,12.10515452017141,1945.6727334308696,15229.612213807406,1249.1084793587953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  10:00:00,8223527.238016747,82235272.38016746,8223527.238016747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11754.362569765317,22018.54612746931,131405.99128209963,9837.311165985682,0.5691045537642275,2004.5942953208549,16046.991853892323,1380.1163234386125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  11:00:00,9908542.119912304,99085421.19912307,9908542.119912304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19794.40034264369,32353.582834988865,212471.63651739178,17101.35580026484,24.80943793269941,2043.0906257756668,16709.773886515522,1520.844680709503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  12:00:00,12022012.218209116,120220122.18209118,12022012.218209116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18110.54350725678,29670.0687296058,214553.08338441599,19078.920009639278,2.121486801733352,2063.569638504985,17165.845438180953,1637.3255729914654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  13:00:00,11391971.950908237,113919719.50908238,11391971.950908237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19300.27183861018,31864.50081064361,238259.99463266394,22806.704767703635,14.42619634893839,2073.496664407218,17429.694103866714,1722.7493367694327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  14:00:00,7170499.485064052,71704994.8506405,7170499.485064052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19056.816651989317,32332.471177310377,243049.6775373424,24144.015741427207,17.56633786934472,2098.1289618668686,17962.45714698157,1815.5840529686605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  15:00:00,6952329.321558882,69523293.21558881,6952329.321558882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18154.654953540976,32278.735081232993,247013.84524684485,24980.61504256747,1.341712279979456,2148.7569758828456,18940.589795086693,1935.2304473860696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  16:00:00,9282110.367214553,92821103.6721455,9282110.367214553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15264.114024273758,28870.012684916,224348.77287248945,22805.414161371373,0.0,2186.2090142107679,19682.521352889216,2013.990957292601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  17:00:00,5479941.937541927,54799419.375419277,5479941.937541927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.4955883616304,12622.839125194549,96180.3648775308,9757.112291420577,0.0,2128.9375992263128,19172.783522768852,1954.0485606771734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  18:00:00,4423498.911770553,44234989.117705527,4423498.911770553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5709.125227248208,49803.658658755565,4974.65973672707,0.0,2023.9034668111424,17881.58192285476,1795.9868685163545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  19:00:00,3147479.378063594,31474793.78063594,3147479.378063594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.9137082431308,13535.260115624673,1345.782883163349,12.392202991118396,1954.6084051914002,16721.90611431214,1637.9585028127195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  20:00:00,3581996.467191427,35819964.671914268,3581996.467191427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.403763008126141,1865.2604130641569,15376.99370514474,1453.0815492282564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  21:00:00,1729131.7253655769,17291317.25365577,1729131.7253655769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1805.9938659867176,14389.58452705982,1302.1195471634963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  22:00:00,1082311.736480328,10823117.364803279,1082311.736480328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60183.61291201596,1790.3571648936703,13851.561350154412,1197.3008194594152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  23:00:00,1082311.736480328,10823117.364803279,1082311.736480328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119155.12129351426,1856.4224713470849,14146.089827134163,1181.3359174723296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/18  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118931.64417624235,1896.71627443949,14330.310841942284,1161.7746270756753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/19  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79263.12107872313,1903.7185048241657,14233.362373297241,1114.7475632703147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/19  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.632753509183703,1906.1461628616508,14132.63166611175,1072.8136567078785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 09/19  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.5183963480334,14060.459684454641,1042.219922043621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
